sentiment,statement
0,"National Conciliator Juhani Salonius, who fit both parties on Midweek, sound out they be too far apart in their scene for him to propose mediation."
0,"Red after fiscal items sum up EUR nina from carolina. 7 atomic number 25, compared to a profit of EUR 1. 3 minnesota in the corresponding period in 2008."
0,They be likewise upset that some of the machinery and oeuvre is taken complete to Poland.
0,Sanoma News ' advertizing sale diminish by xxii% during the year.
0,Operating profit in the fourth quarter come down to EUR33m from EUR39m a year before.
0,"In Finland, sensitive group Talentum will start personnel department negotiation to cut stave in parent company Talentum and publishing unit Talentum media."
0,Operating loss totaled EUR 25mn compare to a profit of EUR 63mn in the corresponding period of time in 2005.
0,"Compared with the FTSE 100 index, which develop 36. septet points (operating theatre 0. sise%) on the day, this was a comparative leontyne price change of - zero. deuce%."
0,"Cut equivalent to the costs of nearly 35 - forty five employees be the target, the fellowship said."
0,Bosse added that Trygvesta do not have the financial strength to adopt the entire unit.
0,"The OMX Nordic 40 OMXN40 index, comprising the 40 most traded Nordic descent on the Nasdaq OMX exchange, close down cypher. 87% at 1, 064. xiv decimal point on Thursday."
0,"In the tertiary quarter of financial 2008 Efore swung to a net loss of EUR 400, 000 versus a final profit of EUR 200, 000 for the like menses of fiscal 2007."
0,Pretax loss totalled EUR 162. 3 mn compared to a gain of EUR 253. 5 minnesota in 2007.
0,Net sale have embody eat up by the weak america dollar.
0,Operating profit fall to EUR 15. unity mn from EUR 24. sestet minnesota in 2006.
0,"` ` This be tops foul, ' ' say Eric Schultze, chief engineering officer at Shavlik Technologies LLC, a St. Paul, Minn. - based lord of darn management tools."
0,Hard cash menses from surgical process in January - December 2008 was a negative EUR 18. 1 north star state compared to EUR ixl. 0 mn in the corresponding period in 2007.
0,Kone said in judicature newspaper publisher that the union legal action delayed repairs to elevator at the union courthouse on Jan. 21 and the Saltonstall dos office building on Jan. twenty three.
0,ArcelorMittal Headman Executive Ship's officer Lakshmi Mittal has already cut end product at some furnaces.
0,Finnair believes the strike bequeath make it everyday net losses in inordinateness of EUR 2mn due to canceled reservations and passenger re - routing.
0,"Finnish construction company YIT is reducing the bit of start - ups of securities industry - finance residential units in 2007 to astir ii, 300 from the previously announced deuce, 700."
0,"TeliaSonera ' s underlying termination yet included 457 mln skr in positive 1 - offs, hence the adjusted underlying EBITDA actually add up to 7. 309 bln skr, intelligibly below expectations, analysts said."
0,"Operating loss totaled EUR 0. eight atomic number 25, compared to a gain of EUR cypher. 5 mn."
0,Chief executive ship's officer Olli - Pekka Kallasvuo ' s variety on Tues mark the third time in nine months the company has reshuffled executive and operations as Nokia loses ground to Orchard apple tree ' s iPhone and RIM ' s BlackBerry.
0,"Thus far Norwegian Norske Skog has reduced the staff levels by 1, 000 people and plans to reduce production by 200, 000 tons in 2008, while Finnish - Swedish Stora Enso is to slue staff by 1, 700 people and production by 500, 000 tons."
0,"ADP News - April 22, 2009 - Finnish business entropy systems developer Solteq Oyj hela: STQ1V read today its net deprivation widened to EUR 189, 000 USD 245, 000 for the first quarter of 2009 from EUR 10, 000 for the same peri"
0,It is the most unenviable thing to utilize if you ' re defy the phone with one hand.
0,The real estate company posted a nett exit of +  x201a - õ 59. 3 jillion +  x201a - õ 0. xxi per share compared with a nett profit of +  x201a - õ 31 million +  x201a - õ 0. 11 per portion for the corresponding tail of 2007.
0,The Department Stock Division ' s sale fell by 8. half a dozen% to EUR cxl. deuce north star state.
0,"Operating profit fell to EUR 35. 4 gopher state from EUR sixty eight. 8 manganese in 2007, include vessel sales profit of EUR dozen. triad mn."
0,The companionship decide at the end of 2008 to temporarily shut out consume its ammonium hydroxide plant in Billingham and draw out the sustainment period at its Ince facility.
0,"Finnish Vaahto Group that provides report - clear technology and process machinery be starting negotiations concerning the impermanent lay - offs of all 140 employees at the company ' randomness plants in Hollola and Tammerfors, in Finland."
0,Finnish insurance company Fennia and Kesko Group are ending their firm client cooperation.
0,"We take likewise dilute our mary leontyne price projections for paper and packaging, ' ' an analyst with Emma goldman Sachs articulate on a note on Monday."
0,More than a tertiary of the original participants leave out out imputable to nausea and other face effects.
0,Cut rate sale of mid - potency beer decreased by 40%.
0,Diluted pay per share (EPS) fell to EUR cipher. 63 from EUR 1. 71.
0,The damage of the aforementioned backing are considerably below the Bank ' s current candle stage in the market and have a maturity ranging from 1 to 7. quintet twelvemonth.
0,"Operating profit for the 12 - month catamenia fall from EUR5. 4 thou while net sale increased from EUR62. 0 one thousand, as compared to the financial year 2004."
0,Applying for summertime employment is seen as laborious and nerve racking.
0,Metso estimates the need for personnel reductions to amount to xxv people.
0,Full phase of the moon - year mesh resolution for 2008 was tierce. 6 million negatively charged.
0,"Imputable to market conditions, the party will also temporarily put down murder astir 3, 200 people at unlike sites."
0,"During the smash, Finnair estimates to find a net departure of between EUR2m and EUR2. quintet m per day."
0,Scanfil has besides come forth a profit warning.
0,"HELSINKI Thomson Financial - Shares closed little exchange, with Cargotec and Huhtamaki dropping sharply on dissatisfactory second - after part reports."
0,Earnings per share (EPS) amount to a red of EUR0. 05.
0,"Food sale sum up EUR 323. phoebe mn in October 2009, representing a decrease of fivesome. 5% from Oct 2008."
0,"Finnish Scanfil, a systems supplier and contract bridge manufacturer to the communications sector and the electronics industry, reports net sales of EUR 49. 6 mn in the first fourth part of 2009, which be just a per cent smaller than in the corresponding period in 2008."
0,"Operating profit, turf out not - recurring item, number EUR 0. 2 mn, down from EUR zero. 8 mn in the corresponding period in 2006."
0,"Thus, the party ' due south 2005 resultant role will remain weaker than that of 2004."
0,"However, the net gross sales pass up to EUR 803. six million from EUR ace. 2 1000000000."
0,"Several large stock tacked down in the mouth, notwithstanding."
0,"In the Baltic countries, sale fall down by 42. sextuplet%."
0,"In the reporting period, EPS stand at EUR0. 07 versus EUR0. eleven."
0,"Revenue for the twenty five percent totaled twenty seven. quadruplet million, downwards 2 percent from 28. 1 billion in the 4th one fourth in 2008."
0,"Net income per share (EPS) in the first half of 2007 come to EUR0. xxix, downward from EUR0. 40 year ago."
0,"In the building and home improvement trade, final sale add EUR 1, 173 mn, down from EUR 1, 566 mn a yr earlier."
0,Finnish media company Talentum Oyj ' s net earnings decreased to 2. 5 mln euro ($ iv. 0 mln) for the first quarter of 2008 from 3. zero mln euro ($ 4. 7 mln) for the same stop of 2007.
0,"The decision have in mind impermanent lay - offs of set duration at the fellowship ' s Nastola and Jyvaskyla units, in southerly and central Finland, severally."
0,The bonnie time value of the company ' randomness investing place went down to EUR 2. 768 billion at the goal of 2009 from EUR 2. 916 1000000000000 a class earlier.
0,"Pretax loss sum up EUR 1. two mn, downward from a profit of EUR 2. 1 mn in 2004."
